Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race/Ethnicity
2019,2022,VA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.9,Overall,POINT (-78.45789046 37.54268067),--,"White, non-Hispanic"
2019,2022,DE,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,29.1,Overall,POINT (-75.57774117 39.00883067),--,"White, non-Hispanic"
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.9,50-64 years,POINT (-84.77497105 37.64597027),Female,--
2019,2022,WV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.9,65 years or older,POINT (-80.71264013 38.6655102),Female,--
2019,2022,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.2,Overall,POINT (-120.1550313 44.56744942),Male,--
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.1,65 years or older,POINT (-77.86070029 40.79373015),Female,--
2019,2022,PR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,60.4,Overall,POINT (-66.590149 18.220833),Female,--
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.0,Overall,POINT (-99.36572062 41.64104099),--,"White, non-Hispanic"
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,32.8,65 years or older,POINT (-94.7942005 46.35564874),Male,--
2019,2022,CA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.4,50-64 years,POINT (-120.9999995 37.63864012),Female,--
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.0,65 years or older,POINT (-92.44568007 31.31266064),--,"White, non-Hispanic"
2019,2022,AK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.4,Overall,POINT (-147.722059 64.84507996),--,"White, non-Hispanic"
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.9,65 years or older,POINT (-83.62758035 32.83968109),--,"White, non-Hispanic"
2019,2022,MS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.0,65 years or older,POINT (-89.53803082 32.7455101),Female,--
2019,2022,PR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.3,Overall,POINT (-66.590149 18.220833),--,Hispanic
2019,2022,PR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.2,Overall,POINT (-66.590149 18.220833),Male,--
2019,2022,PR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,8.8,Overall,POINT (-66.590149 18.220833),Male,--
2019,2022,PR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,7.6,50-64 years,POINT (-66.590149 18.220833),--,Hispanic
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.4,Overall,POINT (-120.4700108 47.52227863),Male,--
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,36.8,65 years or older,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,43.8,Overall,POINT (-89.53803082 32.7455101),Male,--
2019,2022,KY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,38.6,Overall,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,DE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.9,Overall,POINT (-75.57774117 39.00883067),--,"White, non-Hispanic"
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.9,65 years or older,POINT (-86.63186076 32.84057112),Male,--
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.6,Overall,POINT (-85.77449091 35.68094058),--,"Black, non-Hispanic"
2019,2022,IA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.2,65 years or older,POINT (-93.81649056 42.46940091),Female,--
2019,2022,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,28.7,65 years or older,POINT (-81.04537121 33.9988213),Male,--
2019,2022,MO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,34.4,Overall,POINT (-92.56630005 38.63579078),--,"White, non-Hispanic"
2019,2022,KS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.5,Overall,POINT (-98.20078123 38.3477403),--,"White, non-Hispanic"
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.8,50-64 years,POINT (-106.240581 34.52088095),Female,--
2019,2022,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.7,50-64 years,POINT (-71.52247031 41.70828019),Female,--
2019,2022,DC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.9,Overall,POINT (-77.036871 38.907192),Female,--
2019,2022,ID,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.3,Overall,POINT (-114.36373 43.68263001),Male,--
2019,2022,ME,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,60.1,Overall,POINT (-68.98503134 45.25422889),Female,--
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.9,65 years or older,POINT (-84.77497105 37.64597027),Female,--
2019,2022,MO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.5,50-64 years,POINT (-92.56630005 38.63579078),Male,--
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.9,Overall,POINT (-76.60926011 39.29058096),--,"Black, non-Hispanic"
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.3,Overall,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.7,65 years or older,POINT (-85.77449091 35.68094058),Female,--
2019,2022,FL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,51.1,Overall,POINT (-81.92896054 28.93204038),Female,--
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.5,65 years or older,POINT (-92.44568007 31.31266064),Male,--
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.1,65 years or older,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2022,MI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.7,Overall,POINT (-84.71439027 44.66131954),Male,--
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.3,Overall,POINT (-85.77449091 35.68094058),Male,--
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.1,50-64 years,POINT (-83.62758035 32.83968109),Male,--
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.3,50-64 years,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.3,65 years or older,POINT (-94.7942005 46.35564874),Female,--
2019,2022,MO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.3,50-64 years,POINT (-92.56630005 38.63579078),--,"White, non-Hispanic"
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.5,Overall,POINT (-85.77449091 35.68094058),Female,--
2019,2022,VT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.0,Overall,POINT (-72.51764079 43.62538124),Male,--
2019,2022,WI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.9,Overall,POINT (-89.81637074 44.39319117),Male,--
2019,2022,TX,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,29.2,Overall,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.8,65 years or older,POINT (-106.1336109 38.84384076),Male,--
2019,2022,NH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,26.0,Overall,POINT (-71.50036092 43.65595011),Male,--
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.8,50-64 years,POINT (-99.42677021 31.82724041),--,"White, non-Hispanic"
2019,2022,UT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.4,Overall,POINT (-111.5871306 39.36070017),--,"White, non-Hispanic"
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.4,65 years or older,POINT (-97.52107021 35.47203136),Male,--
2019,2022,KS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.3,65 years or older,POINT (-98.20078123 38.3477403),Male,--
2019,2022,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.6,Overall,POINT (-120.1550313 44.56744942),Female,--
2019,2022,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.7,Overall,POINT (-81.04537121 33.9988213),Male,--
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.0,Overall,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.5,Overall,POINT (-97.52107021 35.47203136),Male,--
2019,2022,DE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.5,Overall,POINT (-75.57774117 39.00883067),Male,--
2019,2022,UT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,51.7,Overall,POINT (-111.5871306 39.36070017),Female,--
2019,2022,FL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.5,65 years or older,POINT (-81.92896054 28.93204038),Male,--
2019,2022,MS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.4,65 years or older,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,27.7,65 years or older,POINT (-157.8577494 21.30485044),Male,--
2019,2022,AZ,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,32.4,50-64 years,POINT (-111.7638113 34.86597028),Male,--
2019,2022,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,13.2,Overall,POINT (-100.3735306 44.35313005),Male,--
2019,2022,MO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.5,Overall,POINT (-92.56630005 38.63579078),Male,--
2019,2022,UT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.4,50-64 years,POINT (-111.5871306 39.36070017),--,"White, non-Hispanic"
2019,2022,CA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,25.4,65 years or older,POINT (-120.9999995 37.63864012),Male,--
2019,2022,PR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,60.4,50-64 years,POINT (-66.590149 18.220833),--,Hispanic
2019,2022,VT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.8,65 years or older,POINT (-72.51764079 43.62538124),Male,--
2019,2022,AR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.9,Overall,POINT (-92.27449074 34.74865012),Female,--
2019,2022,OK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.0,Overall,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,29.3,65 years or older,POINT (-100.118421 47.47531978),--,"White, non-Hispanic"
2019,2022,DC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,28.2,65 years or older,POINT (-77.036871 38.907192),Female,--
2019,2022,DC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,23.8,65 years or older,POINT (-77.036871 38.907192),--,"Black, non-Hispanic"
2019,2022,NH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.2,50-64 years,POINT (-71.50036092 43.65595011),Female,--
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,33.7,Overall,POINT (-76.60926011 39.29058096),Female,--
2019,2022,KS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.7,65 years or older,POINT (-98.20078123 38.3477403),--,"White, non-Hispanic"
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.5,Overall,POINT (-92.44568007 31.31266064),--,"Black, non-Hispanic"
2019,2022,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.4,65 years or older,POINT (-71.52247031 41.70828019),Male,--
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.9,Overall,POINT (-97.52107021 35.47203136),Male,--
2019,2022,WV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.8,Overall,POINT (-80.71264013 38.6655102),Female,--
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.6,50-64 years,POINT (-157.8577494 21.30485044),Female,--
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,39.4,50-64 years,POINT (-106.240581 34.52088095),--,Hispanic
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.1,Overall,POINT (-94.7942005 46.35564874),--,"White, non-Hispanic"
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.1,50-64 years,POINT (-94.7942005 46.35564874),Female,--
2019,2022,LA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.8,Overall,POINT (-92.44568007 31.31266064),Male,--
2019,2022,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,58.9,50-64 years,POINT (-81.04537121 33.9988213),Female,--
2019,2022,NV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.6,50-64 years,POINT (-117.0718406 39.49324039),Male,--
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.4,65 years or older,POINT (-92.44568007 31.31266064),Female,--
2019,2022,ID,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.6,Overall,POINT (-114.36373 43.68263001),Male,--
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,60.5,50-64 years,POINT (-99.36572062 41.64104099),--,"White, non-Hispanic"
2019,2022,IN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.2,50-64 years,POINT (-86.14996019 39.76691045),Male,--
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.3,65 years or older,POINT (-75.54397043 42.82700103),Male,--
2019,2022,MO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.9,Overall,POINT (-92.56630005 38.63579078),Male,--
2019,2022,MS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,32.0,65 years or older,POINT (-89.53803082 32.7455101),--,"Black, non-Hispanic"
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.1,Overall,POINT (-100.118421 47.47531978),Female,--
2019,2022,AZ,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.1,65 years or older,POINT (-111.7638113 34.86597028),Female,--
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.0,65 years or older,POINT (-120.4700108 47.52227863),Female,--
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.8,Overall,POINT (-75.54397043 42.82700103),Female,--
2019,2022,UT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.4,65 years or older,POINT (-111.5871306 39.36070017),Male,--
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,51.2,50-64 years,POINT (-77.86070029 40.79373015),Male,--
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,22.8,65 years or older,POINT (-100.118421 47.47531978),Male,--
2019,2022,NM,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.6,Overall,POINT (-106.240581 34.52088095),--,"White, non-Hispanic"
2019,2022,IL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.5,Overall,POINT (-88.99771018 40.48501028),Female,--
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,56.8,50-64 years,POINT (-106.1336109 38.84384076),Female,--
2019,2022,VA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.5,65 years or older,POINT (-78.45789046 37.54268067),--,"White, non-Hispanic"
2019,2022,DE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.2,65 years or older,POINT (-75.57774117 39.00883067),--,"White, non-Hispanic"
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.3,65 years or older,POINT (-106.240581 34.52088095),Female,--
2019,2022,OH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,68.9,50-64 years,POINT (-82.40426006 40.06021014),Female,--
2019,2022,VT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,61.9,50-64 years,POINT (-72.51764079 43.62538124),Female,--
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.7,Overall,POINT (-120.4700108 47.52227863),--,"White, non-Hispanic"
2019,2022,NH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.2,Overall,POINT (-71.50036092 43.65595011),Male,--
2019,2022,MS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,39.3,Overall,POINT (-89.53803082 32.7455101),--,"Black, non-Hispanic"
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.0,Overall,POINT (-97.52107021 35.47203136),--,"White, non-Hispanic"
2019,2022,VA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.1,50-64 years,POINT (-78.45789046 37.54268067),Male,--
2019,2022,WI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.5,Overall,POINT (-89.81637074 44.39319117),Male,--
2019,2022,NV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.6,65 years or older,POINT (-117.0718406 39.49324039),Female,--
2019,2022,LA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.3,Overall,POINT (-92.44568007 31.31266064),--,"White, non-Hispanic"
2019,2022,VA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.4,Overall,POINT (-78.45789046 37.54268067),Female,--
2019,2022,AK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,36.3,65 years or older,POINT (-147.722059 64.84507996),--,"White, non-Hispanic"
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.0,Overall,POINT (-86.63186076 32.84057112),Male,--
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.4,Overall,POINT (-99.42677021 31.82724041),--,"Black, non-Hispanic"
2019,2022,KS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.4,Overall,POINT (-98.20078123 38.3477403),Male,--
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,33.5,Overall,POINT (-100.118421 47.47531978),--,"White, non-Hispanic"
2019,2022,IN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.6,50-64 years,POINT (-86.14996019 39.76691045),Female,--
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,28.3,65 years or older,POINT (-99.42677021 31.82724041),Male,--
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.7,50-64 years,POINT (-92.44568007 31.31266064),Male,--
2019,2022,MS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,39.9,Overall,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.5,Overall,POINT (-106.1336109 38.84384076),--,"White, non-Hispanic"
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,28.6,50-64 years,POINT (-157.8577494 21.30485044),Male,--
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,56.7,50-64 years,POINT (-92.44568007 31.31266064),Female,--
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.1,50-64 years,POINT (-75.54397043 42.82700103),--,"White, non-Hispanic"
2019,2022,MS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.3,50-64 years,POINT (-89.53803082 32.7455101),--,"White, non-Hispanic"
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.4,50-64 years,POINT (-97.52107021 35.47203136),Female,--
2019,2022,WV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,33.3,Overall,POINT (-80.71264013 38.6655102),Male,--
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,29.0,65 years or older,POINT (-100.3735306 44.35313005),--,"White, non-Hispanic"
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.6,50-64 years,POINT (-92.44568007 31.31266064),--,"White, non-Hispanic"
2019,2022,MI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.2,65 years or older,POINT (-84.71439027 44.66131954),Male,--
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.5,65 years or older,POINT (-99.42677021 31.82724041),Female,--
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,36.8,Overall,POINT (-83.62758035 32.83968109),Female,--
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.2,50-64 years,POINT (-86.63186076 32.84057112),Female,--
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.1,65 years or older,POINT (-99.42677021 31.82724041),--,"Black, non-Hispanic"
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.5,Overall,POINT (-99.36572062 41.64104099),Female,--
2019,2022,NC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,32.4,65 years or older,POINT (-79.15925046 35.46622098),Female,--
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.6,Overall,POINT (-106.240581 34.52088095),--,"White, non-Hispanic"
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.8,Overall,POINT (-86.63186076 32.84057112),--,"Black, non-Hispanic"
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,39.2,Overall,POINT (-100.3735306 44.35313005),Female,--
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.7,Overall,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2022,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.9,65 years or older,POINT (-120.1550313 44.56744942),Female,--
2019,2022,NC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.7,65 years or older,POINT (-79.15925046 35.46622098),--,"White, non-Hispanic"
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.0,Overall,POINT (-83.62758035 32.83968109),--,"White, non-Hispanic"
2019,2022,IA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.9,65 years or older,POINT (-93.81649056 42.46940091),Male,--
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.7,Overall,POINT (-75.54397043 42.82700103),--,Hispanic
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.7,Overall,POINT (-85.77449091 35.68094058),--,"White, non-Hispanic"
2019,2022,NM,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.2,Overall,POINT (-106.240581 34.52088095),Male,--
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.8,Overall,POINT (-106.1336109 38.84384076),Male,--
2019,2022,VA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.6,Overall,POINT (-78.45789046 37.54268067),--,"White, non-Hispanic"
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.5,65 years or older,POINT (-84.77497105 37.64597027),--,"White, non-Hispanic"
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.0,50-64 years,POINT (-99.42677021 31.82724041),--,Hispanic
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.8,65 years or older,POINT (-76.60926011 39.29058096),--,"White, non-Hispanic"
2019,2022,ME,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.9,Overall,POINT (-68.98503134 45.25422889),Male,--
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.8,50-64 years,POINT (-85.77449091 35.68094058),Male,--
2019,2022,PR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,61.2,Overall,POINT (-66.590149 18.220833),Female,--
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.6,50-64 years,POINT (-94.7942005 46.35564874),Male,--
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.9,50-64 years,POINT (-86.63186076 32.84057112),--,"Black, non-Hispanic"
2019,2022,CT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.6,Overall,POINT (-72.64984095 41.56266102),Female,--
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,58.7,50-64 years,POINT (-83.62758035 32.83968109),--,"Black, non-Hispanic"
2019,2022,VT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,61.5,50-64 years,POINT (-72.51764079 43.62538124),Male,--
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,57.2,50-64 years,POINT (-77.86070029 40.79373015),--,"White, non-Hispanic"
2019,2022,NE,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.5,Overall,POINT (-99.36572062 41.64104099),Male,--
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.6,65 years or older,POINT (-84.77497105 37.64597027),Male,--
