Year Start,Year End,State,Class,Topic,Data Value Unit,Data Value(%),Age Group,Geolocation,Gender,Race and Ethnicity,Longitude,Latitude
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,29.0,65 years or older,"-100.3735306,44.35313005",--,"White, non-Hispanic",-100.3735306,44.35313005
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.6,50-64 years,"-92.44568007,31.31266064",--,"White, non-Hispanic",-92.44568007,31.31266064
2019,2022,MI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.2,65 years or older,"-84.71439027,44.66131954",Male,--,-84.71439027,44.66131954
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.5,65 years or older,"-99.42677021,31.82724041",Female,--,-99.42677021,31.82724041
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,36.8,Overall,"-83.62758035,32.83968109",Female,--,-83.62758035,32.83968109
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.2,50-64 years,"-86.63186076,32.84057112",Female,--,-86.63186076,32.84057112
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.1,65 years or older,"-99.42677021,31.82724041",--,"Black, non-Hispanic",-99.42677021,31.82724041
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.5,Overall,"-99.36572062,41.64104099",Female,--,-99.36572062,41.64104099
2019,2022,NC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,32.4,65 years or older,"-79.15925046,35.46622098",Female,--,-79.15925046,35.46622098
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.6,Overall,"-106.240581,34.52088095",--,"White, non-Hispanic",-106.240581,34.52088095
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.8,Overall,"-86.63186076,32.84057112",--,"Black, non-Hispanic",-86.63186076,32.84057112
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,39.2,Overall,"-100.3735306,44.35313005",Female,--,-100.3735306,44.35313005
2019,2022,PA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.7,Overall,"-77.86070029,40.79373015",--,"White, non-Hispanic",-77.86070029,40.79373015
2019,2022,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.9,65 years or older,"-120.1550313,44.56744942",Female,--,-120.1550313,44.56744942
2019,2022,NC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.7,65 years or older,"-79.15925046,35.46622098",--,"White, non-Hispanic",-79.15925046,35.46622098
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.0,Overall,"-83.62758035,32.83968109",--,"White, non-Hispanic",-83.62758035,32.83968109
2019,2022,IA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.9,65 years or older,"-93.81649056,42.46940091",Male,--,-93.81649056,42.46940091
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.7,Overall,"-75.54397043,42.82700103",--,Hispanic,-75.54397043,42.82700103
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.7,Overall,"-85.77449091,35.68094058",--,"White, non-Hispanic",-85.77449091,35.68094058
2019,2022,NM,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.2,Overall,"-106.240581,34.52088095",Male,--,-106.240581,34.52088095
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.8,Overall,"-106.1336109,38.84384076",Male,--,-106.1336109,38.84384076
2019,2022,VA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.6,Overall,"-78.45789046,37.54268067",--,"White, non-Hispanic",-78.45789046,37.54268067
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.5,65 years or older,"-84.77497105,37.64597027",--,"White, non-Hispanic",-84.77497105,37.64597027
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.0,50-64 years,"-99.42677021,31.82724041",--,Hispanic,-99.42677021,31.82724041
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.8,65 years or older,"-76.60926011,39.29058096",--,"White, non-Hispanic",-76.60926011,39.29058096
2019,2022,ME,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.9,Overall,"-68.98503134,45.25422889",Male,--,-68.98503134,45.25422889
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.8,50-64 years,"-85.77449091,35.68094058",Male,--,-85.77449091,35.68094058
2019,2022,PR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,61.2,Overall,"-66.590149,18.220833",Female,--,-66.590149,18.220833
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.6,50-64 years,"-94.7942005,46.35564874",Male,--,-94.7942005,46.35564874
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.9,50-64 years,"-86.63186076,32.84057112",--,"Black, non-Hispanic",-86.63186076,32.84057112
2019,2022,CT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.6,Overall,"-72.64984095,41.56266102",Female,--,-72.64984095,41.56266102
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,58.7,50-64 years,"-83.62758035,32.83968109",--,"Black, non-Hispanic",-83.62758035,32.83968109
2019,2022,VT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,61.5,50-64 years,"-72.51764079,43.62538124",Male,--,-72.51764079,43.62538124
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,57.2,50-64 years,"-77.86070029,40.79373015",--,"White, non-Hispanic",-77.86070029,40.79373015
2019,2022,NE,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,23.5,Overall,"-99.36572062,41.64104099",Male,--,-99.36572062,41.64104099
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.6,65 years or older,"-84.77497105,37.64597027",Male,--,-84.77497105,37.64597027
2019,2022,NV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.8,65 years or older,"-117.0718406,39.49324039",--,"White, non-Hispanic",-117.0718406,39.49324039
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,29.2,65 years or older,"-157.8577494,21.30485044",Female,--,-157.8577494,21.30485044
2019,2022,PR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,61.0,Overall,"-66.590149,18.220833",--,Hispanic,-66.590149,18.220833
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.7,65 years or older,"-86.63186076,32.84057112",--,"Black, non-Hispanic",-86.63186076,32.84057112
2019,2022,IL,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,40.2,Overall,"-88.99771018,40.48501028",--,"White, non-Hispanic",-88.99771018,40.48501028
2019,2022,MO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.7,Overall,"-92.56630005,38.63579078",Female,--,-92.56630005,38.63579078
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.4,Overall,"-99.42677021,31.82724041",Male,--,-99.42677021,31.82724041
2019,2022,VA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.9,Overall,"-78.45789046,37.54268067",Male,--,-78.45789046,37.54268067
2019,2022,IL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.4,65 years or older,"-88.99771018,40.48501028",--,"White, non-Hispanic",-88.99771018,40.48501028
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.5,Overall,"-77.86070029,40.79373015",--,"White, non-Hispanic",-77.86070029,40.79373015
2019,2022,WI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.8,65 years or older,"-89.81637074,44.39319117",Male,--,-89.81637074,44.39319117
2019,2022,OH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.5,65 years or older,"-82.40426006,40.06021014",Male,--,-82.40426006,40.06021014
2019,2022,MN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.0,Overall,"-94.7942005,46.35564874",Male,--,-94.7942005,46.35564874
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.2,65 years or older,"-120.4700108,47.52227863",--,"White, non-Hispanic",-120.4700108,47.52227863
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.5,Overall,"-92.44568007,31.31266064",--,"White, non-Hispanic",-92.44568007,31.31266064
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.4,50-64 years,"-100.118421,47.47531978",Male,--,-100.118421,47.47531978
2019,2022,VA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,56.9,50-64 years,"-78.45789046,37.54268067",--,"White, non-Hispanic",-78.45789046,37.54268067
2019,2022,AZ,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,28.2,65 years or older,"-111.7638113,34.86597028",Male,--,-111.7638113,34.86597028
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,30.8,65 years or older,"-99.36572062,41.64104099",Male,--,-99.36572062,41.64104099
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.6,65 years or older,"-120.4700108,47.52227863",Male,--,-120.4700108,47.52227863
2019,2022,OH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,29.3,Overall,"-82.40426006,40.06021014",--,"White, non-Hispanic",-82.40426006,40.06021014
2019,2022,CT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.9,65 years or older,"-72.64984095,41.56266102",Female,--,-72.64984095,41.56266102
2019,2022,FL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.8,Overall,"-81.92896054,28.93204038",Male,--,-81.92896054,28.93204038
2019,2022,PR,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,%,60.9,Overall,"-66.590149,18.220833",Male,--,-66.590149,18.220833
2019,2022,VA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,57.2,50-64 years,"-78.45789046,37.54268067",Female,--,-78.45789046,37.54268067
2019,2022,MO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.7,50-64 years,"-92.56630005,38.63579078",Female,--,-92.56630005,38.63579078
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.0,65 years or older,"-106.240581,34.52088095",--,Hispanic,-106.240581,34.52088095
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,61.2,50-64 years,"-99.42677021,31.82724041",--,"Black, non-Hispanic",-99.42677021,31.82724041
2019,2022,RI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.4,Overall,"-71.52247031,41.70828019",Male,--,-71.52247031,41.70828019
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.7,65 years or older,"-97.52107021,35.47203136",Female,--,-97.52107021,35.47203136
2019,2022,ID,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,36.3,65 years or older,"-114.36373,43.68263001",Male,--,-114.36373,43.68263001
2019,2022,CA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.9,65 years or older,"-120.9999995,37.63864012",Female,--,-120.9999995,37.63864012
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.0,Overall,"-83.62758035,32.83968109",--,"Black, non-Hispanic",-83.62758035,32.83968109
2019,2022,MS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.0,Overall,"-89.53803082,32.7455101",Male,--,-89.53803082,32.7455101
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.4,50-64 years,"-83.62758035,32.83968109",Female,--,-83.62758035,32.83968109
2019,2022,PR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.7,Overall,"-66.590149,18.220833",--,Hispanic,-66.590149,18.220833
2019,2022,MI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.0,Overall,"-84.71439027,44.66131954",--,"White, non-Hispanic",-84.71439027,44.66131954
2019,2022,ME,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.2,65 years or older,"-68.98503134,45.25422889",Male,--,-68.98503134,45.25422889
2019,2022,DC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,33.6,65 years or older,"-77.036871,38.907192",--,"White, non-Hispanic",-77.036871,38.907192
2019,2022,NH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.3,Overall,"-71.50036092,43.65595011",Female,--,-71.50036092,43.65595011
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.9,Overall,"-106.240581,34.52088095",Male,--,-106.240581,34.52088095
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.7,65 years or older,"-100.118421,47.47531978",Female,--,-100.118421,47.47531978
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.6,50-64 years,"-75.54397043,42.82700103",Male,--,-75.54397043,42.82700103
2019,2022,KS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.5,50-64 years,"-98.20078123,38.3477403",Male,--,-98.20078123,38.3477403
2019,2022,SC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.5,Overall,"-81.04537121,33.9988213",Male,--,-81.04537121,33.9988213
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,29.9,50-64 years,"-157.8577494,21.30485044",--,Asian/Pacific Islander,-157.8577494,21.30485044
2019,2022,NH,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.1,Overall,"-71.50036092,43.65595011",--,"White, non-Hispanic",-71.50036092,43.65595011
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.1,50-64 years,"-106.1336109,38.84384076",--,"White, non-Hispanic",-106.1336109,38.84384076
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.2,Overall,"-86.63186076,32.84057112",Female,--,-86.63186076,32.84057112
2019,2022,OR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,17.4,Overall,"-120.1550313,44.56744942",Male,--,-120.1550313,44.56744942
2019,2022,MD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.2,Overall,"-76.60926011,39.29058096",Male,--,-76.60926011,39.29058096
2019,2022,WV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.0,Overall,"-80.71264013,38.6655102",--,"White, non-Hispanic",-80.71264013,38.6655102
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.4,50-64 years,"-99.36572062,41.64104099",Female,--,-99.36572062,41.64104099
2019,2022,AK,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.8,Overall,"-147.722059,64.84507996",--,"White, non-Hispanic",-147.722059,64.84507996
2019,2022,WY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.6,Overall,"-108.1098304,43.23554134",Male,--,-108.1098304,43.23554134
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.9,50-64 years,"-100.3735306,44.35313005",Female,--,-100.3735306,44.35313005
2019,2022,ND,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.3,50-64 years,"-100.118421,47.47531978",--,"White, non-Hispanic",-100.118421,47.47531978
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,31.6,65 years or older,"-76.60926011,39.29058096",Female,--,-76.60926011,39.29058096
2019,2022,OH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.7,Overall,"-82.40426006,40.06021014",Male,--,-82.40426006,40.06021014
2019,2022,WY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.2,Overall,"-108.1098304,43.23554134",Female,--,-108.1098304,43.23554134
2019,2022,WI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,33.7,65 years or older,"-89.81637074,44.39319117",Female,--,-89.81637074,44.39319117
2019,2022,PR,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,%,6.6,50-64 years,"-66.590149,18.220833",Female,--,-66.590149,18.220833
2019,2022,NM,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,43.8,65 years or older,"-106.240581,34.52088095",--,"White, non-Hispanic",-106.240581,34.52088095
2019,2022,CT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.1,50-64 years,"-72.64984095,41.56266102",Female,--,-72.64984095,41.56266102
2019,2022,IN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.8,Overall,"-86.14996019,39.76691045",Female,--,-86.14996019,39.76691045
2019,2022,WA,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,25.2,Overall,"-120.4700108,47.52227863",--,"White, non-Hispanic",-120.4700108,47.52227863
2019,2022,PR,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,70.6,Overall,"-66.590149,18.220833",Male,--,-66.590149,18.220833
2019,2022,AR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.9,Overall,"-92.27449074,34.74865012",--,"White, non-Hispanic",-92.27449074,34.74865012
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,46.1,50-64 years,"-120.4700108,47.52227863",--,"White, non-Hispanic",-120.4700108,47.52227863
2019,2022,NE,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,62.9,50-64 years,"-99.36572062,41.64104099",Male,--,-99.36572062,41.64104099
2019,2022,WY,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.5,Overall,"-108.1098304,43.23554134",Male,--,-108.1098304,43.23554134
2019,2022,SD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,19.1,Overall,"-100.3735306,44.35313005",--,"White, non-Hispanic",-100.3735306,44.35313005
2019,2022,UT,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,20.1,Overall,"-111.5871306,39.36070017",Male,--,-111.5871306,39.36070017
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.5,Overall,"-97.52107021,35.47203136",Female,--,-97.52107021,35.47203136
2019,2022,NV,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,31.1,Overall,"-117.0718406,39.49324039",Male,--,-117.0718406,39.49324039
2019,2022,CO,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,48.3,Overall,"-106.1336109,38.84384076",Female,--,-106.1336109,38.84384076
2019,2022,AK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.2,Overall,"-147.722059,64.84507996",Male,--,-147.722059,64.84507996
2019,2022,PA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,32.5,65 years or older,"-77.86070029,40.79373015",Male,--,-77.86070029,40.79373015
2019,2022,TX,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,26.6,65 years or older,"-99.42677021,31.82724041",--,Hispanic,-99.42677021,31.82724041
2019,2022,KY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.0,50-64 years,"-84.77497105,37.64597027",Male,--,-84.77497105,37.64597027
2019,2022,AR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,53.6,50-64 years,"-92.27449074,34.74865012",Female,--,-92.27449074,34.74865012
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.0,50-64 years,"-100.3735306,44.35313005",Male,--,-100.3735306,44.35313005
2019,2022,NY,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.1,50-64 years,"-75.54397043,42.82700103",Female,--,-75.54397043,42.82700103
2019,2022,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.4,50-64 years,"-120.1550313,44.56744942",Female,--,-120.1550313,44.56744942
2019,2022,IN,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,28.1,Overall,"-86.14996019,39.76691045",Male,--,-86.14996019,39.76691045
2019,2022,CT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,34.4,50-64 years,"-72.64984095,41.56266102",Male,--,-72.64984095,41.56266102
2019,2022,HI,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.5,Overall,"-157.8577494,21.30485044",--,"White, non-Hispanic",-157.8577494,21.30485044
2019,2022,KS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.0,Overall,"-98.20078123,38.3477403",Female,--,-98.20078123,38.3477403
2019,2022,NC,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,41.7,Overall,"-79.15925046,35.46622098",--,"White, non-Hispanic",-79.15925046,35.46622098
2019,2022,IN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,52.3,65 years or older,"-86.14996019,39.76691045",Female,--,-86.14996019,39.76691045
2019,2022,MN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.9,Overall,"-94.7942005,46.35564874",Female,--,-94.7942005,46.35564874
2019,2022,NV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.3,50-64 years,"-117.0718406,39.49324039",--,"White, non-Hispanic",-117.0718406,39.49324039
2019,2022,NV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.3,Overall,"-117.0718406,39.49324039",Male,--,-117.0718406,39.49324039
2019,2022,VT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.4,Overall,"-72.51764079,43.62538124",Female,--,-72.51764079,43.62538124
2019,2022,UT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,50.0,65 years or older,"-111.5871306,39.36070017",Female,--,-111.5871306,39.36070017
2019,2022,AL,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,40.8,65 years or older,"-86.63186076,32.84057112",--,"White, non-Hispanic",-86.63186076,32.84057112
2019,2022,OK,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.0,65 years or older,"-97.52107021,35.47203136",--,"White, non-Hispanic",-97.52107021,35.47203136
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,33.2,Overall,"-157.8577494,21.30485044",Female,--,-157.8577494,21.30485044
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.1,Overall,"-76.60926011,39.29058096",Male,--,-76.60926011,39.29058096
2019,2022,WV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.2,65 years or older,"-80.71264013,38.6655102",--,"White, non-Hispanic",-80.71264013,38.6655102
2019,2022,WA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.3,50-64 years,"-120.4700108,47.52227863",Male,--,-120.4700108,47.52227863
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,41.6,50-64 years,"-76.60926011,39.29058096",--,"White, non-Hispanic",-76.60926011,39.29058096
2019,2022,NH,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,47.3,65 years or older,"-71.50036092,43.65595011",Male,--,-71.50036092,43.65595011
2019,2022,NV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,44.9,Overall,"-117.0718406,39.49324039",--,"White, non-Hispanic",-117.0718406,39.49324039
2019,2022,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,45.8,65 years or older,"-81.04537121,33.9988213",Female,--,-81.04537121,33.9988213
2019,2022,UT,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.0,Overall,"-111.5871306,39.36070017",Male,--,-111.5871306,39.36070017
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,42.0,65 years or older,"-85.77449091,35.68094058",--,"White, non-Hispanic",-85.77449091,35.68094058
2019,2022,SC,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,51.7,Overall,"-81.04537121,33.9988213",Female,--,-81.04537121,33.9988213
2019,2022,MD,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,21.8,Overall,"-76.60926011,39.29058096",--,"White, non-Hispanic",-76.60926011,39.29058096
2019,2022,ND,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,15.3,Overall,"-100.118421,47.47531978",Male,--,-100.118421,47.47531978
2019,2022,HI,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,36.2,Overall,"-157.8577494,21.30485044",--,"White, non-Hispanic",-157.8577494,21.30485044
2019,2022,SD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,49.7,50-64 years,"-100.3735306,44.35313005",--,"White, non-Hispanic",-100.3735306,44.35313005
2019,2022,CA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,27.9,Overall,"-120.9999995,37.63864012",Male,--,-120.9999995,37.63864012
2019,2022,TN,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.8,65 years or older,"-85.77449091,35.68094058",Male,--,-85.77449091,35.68094058
2019,2022,GA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,30.2,65 years or older,"-83.62758035,32.83968109",Female,--,-83.62758035,32.83968109
2019,2022,OR,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,38.1,50-64 years,"-120.1550313,44.56744942",Male,--,-120.1550313,44.56744942
2019,2022,WV,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,65.6,50-64 years,"-80.71264013,38.6655102",Female,--,-80.71264013,38.6655102
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,35.7,50-64 years,"-76.60926011,39.29058096",Female,--,-76.60926011,39.29058096
2019,2022,LA,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,54.1,Overall,"-92.44568007,31.31266064",Female,--,-92.44568007,31.31266064
2019,2022,CO,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,%,27.7,Overall,"-106.1336109,38.84384076",--,"White, non-Hispanic",-106.1336109,38.84384076
2019,2022,MD,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,%,37.7,Overall,"-76.60926011,39.29058096",--,"White, non-Hispanic",-76.60926011,39.29058096
